Cód. Relato,Data Relato,Texto do relato,Resposta,Data Resposta
75736,22/02/2013,"receber informações
 -------------------------
 receber informações do poder judiciário","Em atenção a sua manifestação, informamos que à Ouvidoria do Conselho Nacional de Justiça foi atribuído o Serviço de Informação ao Cidadão do CNJ, nos termos da Lei n. 12.527, de 18 de novembro de 2011. Agradecemos o contato de Vossa Senhoria, no entanto, para que possamos responder adequadamente seu pedido, é necessário que Vossa Senhoria delimite qual informação sobre o Poder Judiciário deseja, de forma que solicitamos encaminhar nova mensagem com tal delimitação.
 Não obstante, informamos que por meio das notícias divulgadas no Portal do CNJ, é possível obter informações sobre o Poder Judiciário e sobre o CNJ.
 Obs.: ao encaminhar as informações, favor informar o número de registro desta resposta.
 Atenciosamente,",24/02/2013
75809,25/02/2013,"Segue conforme carta anexa
 -------------------------
 Desde 03/12/2012 encontra-se a reclamação paralisada em que pese a urgência quanto ao seu andamento por se tratar de infração disciplinar praticada no processo de falência, praticado pelo Magistrado da [XXX] de SP - Capital. QUE NÃO SE DIGNOU A RESPONDER OS ESCLARECIMENTOS SOLICITADOS PELO RELATOR CONFORME DECURSO DE PRAZO DE 15/09/2012. Requer urgência antes que o magistrado encerre a falência, que já está próxima, conforme documento já juntado (03/12/12), o que impedirá qualquer resultado útil em relação a reclamação em pauta, não obtendo nenhuma informação por telefonemas e cartas enviadas ao corregedor.","A Ouvidoria do Conselho Nacional de Justiça agradece o envio de sua manifestação.
 Contudo, informamos que o anexo informado por Vossa Senhoria não consta na manifestação. Desse modo, pedimos que encaminhe o anexo para que possamos analisar seu teor e lhe orientar de forma adequada.
 Obs.: ao encaminhar as informações, favor informar o número de registro desta resposta.
 Atenciosamente,",27/02/2013
75882,25/02/2013,"Revisão Criminal
 -------------------------
 Pelo o que consta no citado processo desde 2008 se inicio com pedido de revisão, teve alguns andamentos e gostaria de saber que uma vez que processos na 2º estancia tendo de serem julgados com prazos pequenos, o que da demora de definição de parecer???
 Obrigada,","Em atenção à sua manifestação, informamos que, conforme dispõe o art. 2º e 4º, III, da Resolução n. 103/2010/CNJ, a Ouvidoria do Conselho Nacional de Justiça é o canal de comunicação da sociedade com o CNJ, com vistas a orientar, transmitir informações e colaborar no aprimoramento das atividades desenvolvidas pelo Conselho, bem como promover a interação com os demais órgãos do Poder Judiciário visando o eficaz atendimento das demandas recebidas acerca dos serviços prestados.
 Nesse sentido, e tendo em vista o disposto na Lei 12.527/2011, art. 11, § 1º, III, informamos que sua manifestação foi transmitida, nesta data, à Ouvidoria do Tribunal de Justiça do Estado de São Paulo, para conhecimento e informações.
 Vossa Senhoria pode entrar em contato com a Ouvidoria do TJSP, por meio do site www.tjsp.jus.br.
 Acrescentamos que, caso Vossa Senhoria entenda que haja morosidade injustificada no andamento do processo, poderá peticionar à Corregedoria de Justiça do Tribunal em que tramita o referido processo, noticiando a demora alegada, ou promover uma Representação por Excesso de Prazo perante o Conselho Nacional de Justiça, nos termos do art. 78 do Regimento Interno do CNJ.
 Orientações sobre como peticionar ao CNJ, contendo modelo de representação inclusive, podem ser encontradas em www.cnj.jus.br/comopeticionar
 Para encaminhar petição ao CNJ, não é necessário constituir advogado.
 Atenciosamente,",28/02/2013
75950,26/02/2013,"Certidões
 -------------------------
 Prezados senhores,
 Boa Tarde!
 
 Meu nome é [XXX], sou [XXX], e fui procurado por uma senhora nas redes sociais que teve notícia de que sou trabalhador de Cartório de Registro Civil.
 
 Esta senhora precisa URGENTEMENTE localizar seus parentes.
 
 Questionou se eu como cartorário conseguia auxiliar no sentido de proceder a busca de certidões de registro civil de seus parentes.
 
 Encaminho, abaixo, as palavras desta senhora:
 
 ""Olá [XXX],vc mora em [XXX]?trabalha em cartório?será q poderia me ajudar a encontrar alguns parentes q moram em sc,acho q com nome completo da pessoa da p encontra.aq uma senhora achou sua família assim,porq sua filha namorava um cara q trabalhava no cartórioe ele encontrou a familia dela.se vc trabalha no cartório será q poderia ajudar a encontra minha família q mora em [XXX],perdemos o contato,é da parte da minha mãe q mora no [XXX],eu moro em [XXX],mas gostaria muito de encontra-los muitos anos q minha mãe não sabe se minha vó ainda é viva.se puder mandarei o nome deles.desde ja lhe agradeço e me desculpe por invadir seu orkut,mas add varias pessoas q trabalham em cartório p vê se alguem me ajuda.um abraço fique com DEUS! ... Aq vai o nome de alguns deles,falta o nome da minha vó q vou confirmar com minha mãe.esses são meus tios, [XXX], [XXX], [XXX], [XXX], [XXX], [XXX], [XXX].hoje quando cheguei no meu trabalho a primeira coisa q fiz foi entra no meu orkut,quando vi o seu recado meu coração se encheu de esperança. eu vou ficar torcendo p vc encontra alguem.nem sei como lhe agradecer pela sua atençao,de várias pessoas q pedi p me add,vc foi o unico q me deu atenção.obrigadomesmo e q Deus abençõe vc e sua familia.um abraço... olá [XXX],boa noite só dei uma passadinha p lhe passar o nome da minha vó,que é [XXX] que é marido da minha tia [XXX].um ótimo fim de semana p vc e sua família.""
 
 Desta forma, diante do que essa senhora alegou acima, como não encontrei certidões de nascimento, casamento e óbito desses senhores na serventia que sou oficial substituto, solicito que esse EGRÉGIO CNJ encaminhe ofício à todos os Cartórios de Registro Civil do Brasil com o propósito de localizar tais certidões.
 
 Eventuais certidões ENCONTRADAS poderão ser encaminhadas diretamente para meu endereço:
 
 [XXX]
 OBS: NÃO é necessário o envio de certidões negativas.
 
 Na certeza de que este pedido será atendimento pelo CNJ, pois trata-se de dignidade para essa senhora encontrar sua família, agradeço antecipadamente e torço para que não chegue certidões de óbito pois essa senhora ficará muito triste.
 
 Atenciosamente,
 
 [XXX]","Conforme informações prestadas pela Corregedoria Nacional de Justiça, informamos que eventual reclamação/solicitação contra procedimento de cartório extrajudicial deve, em princípio, ser encaminhada à Corregedoria Geral de Justiça do seu Estado, que tem competência para apreciá-la.
 Em caso de negativa de atuação, estamos à disposição.
 Atenciosamente,",01/03/2013
75957,26/02/2013,"Quantitativo de cargos vagos de analista POR ESPECIALIDADE no TRE-RJ
 -------------------------
 Boa noite, Srs.
 Venho, por meio do presente, requerer seja o TRE-RJ compelido a fornecer os quantitativos de cargos vagos de analista (constantes do portal ""transparência"" do site do órgão) POR ESPECIALIDADE, já que a planilha que lá consta NÃO discrimina as áreas a que se referem o quantitativo apontado (atualmente 7 vagas). Em decorrência disso, os concursados aprovados no último certame ficam impossibilitados de controlar a lisura das nomeações, já que há aprovados para analista nas mais diversas áreas. Grata, [XXX].","Em atenção à sua manifestação, orientamos Vossa Senhoria a solicitar as informações diretamente ao próprio Tribunal Regional Eleitoral do Rio de Janeiro, de início, nos termos da Lei 12.527/2011.
 Na hipótese de o TRE-RJ recusar esse acesso, caberá a Vossa Senhoria, se o desejar, formular requerimento dirigido ao Plenário do Conselho Nacional de Justiça, para exame do ato.
 Ouvidoria não tem competência funcional para adotar outras medidas neste caso, pois, conforme o artigo 7.º, inciso I, da Resolução 103, de 24 de fevereiro de 2010, do CNJ (www.cnj.jus.br/res103), que rege a atuação da Ouvidoria, esta não pode tomar providências diante de relatos que exijam manifestação do Plenário do Conselho.
 Atenciosamente,",28/02/2013
75959,26/02/2013,"Vídeo, áudio ou transcrição de sessão do CNJ
 -------------------------
 Prezados Senhores,
 Venho por este intermédio solicitar que me seja disponibilizado o inteiro teor do arquivo de vídeo da 162ª Sessão desse Conselho Nacional de Justiça, realizada aos 05/fev/2013. Caso não seja possível disponibilizar o inteiro teor do vídeo, que no mínimo seja disponibilizado o arquivo de áudio. Subsidiariamente, e tão somente em caso de impossibilidade de atendimento ao quanto anteriormente pleiteado, solicito que me seja franqueado acesso ao inteiro teor das notas taquigráficas da respectiva sessão. Me prontifico desde logo a custear os insumos necessários à gravação do arquivo em mídia compatível (CD, DVD ou pendrive). Se eventualmente naquela sessão tiver havido apreciação de feito sigiloso, poderão ser eles suprimidos, bastando que me seja disponibilizado o arquivo que tratou das discussões a respeito do processo contra a obrigatoriedade do Processo Judicial Eletrônico (número 0000374-89.2013.2.00.0000). Registro que o presente pleito tem amparo no artigo 10 da Lei de Acesso à Informação, sumovido pela OAB/PE cjeitando-se, portanto, aos prazos e demais cominações ali previstas. Atenciosamente, [XXX].","Informamos que sua solicitação está sendo apreciada pela Secretaria Geral, de ordem do Conselheiro Ouvidor, Wellington Cabral Saraiva, e tão logo tenhamos mais informações, entraremos novamente em contato com Vossa Senhoria.
 Atenciosamente,
 
 
 Exmo. Conselheiro Ouvidor,
 
 informamos que o advogado [XXX], autor do relato 75959 da Ouvidoria do CNJ, em 28/2/2013, recebeu cópia do áudio do julgamento do PP 0000374-89.2013.2.00.0000.
 
 Respeitosamente,
 
 Mariana Silva Campos Dutra
 Secretária Processual
 Conselho Nacional de Justiça",18/03/2013
75962,26/02/2013,"Quantitativo de cargos vagos de analista judiciário com especialidade em execução de mandados na 1a região do TJRJ
 -------------------------
 O portal de transparência do TJRJ não fornece informações sobre o quantitativo de cargos de oficial de justiça vagos por região. Tendo em vista a proximidade da expiração da validade do concurso em que fui aprovada em cadastro de reserva, que pode ou não ser prorrogado, reconheço-me o direito de obter essa informação a fim de fazer meu direito de ser nomeada para preencher possível vaga tutelado.
 Grata.","Em atenção à sua manifestação, orientamos Vossa Senhoria a solicitar as informações diretamente ao próprio Tribunal de Justiça do Estado do Rio de Janeiro, de início, nos termos da Lei 12.527/2011.
 Na hipótese de o TJ-RJ recusar esse acesso, caberá a Vossa Senhoria, se o desejar, formular requerimento dirigido ao Plenário do Conselho Nacional de Justiça, para exame do ato.
 Ouvidoria não tem competência funcional para adotar outras medidas neste caso, pois, conforme o artigo 7.º, inciso I, da Resolução 103, de 24 de fevereiro de 2010, do CNJ (www.cnj.jus.br/res103), que rege a atuação da Ouvidoria, esta não pode tomar providências diante de relatos que exijam manifestação do Plenário do Conselho.
 Atenciosamente,",27/02/2013
76006,27/02/2013,"Carros oficiais
 -------------------------
 Em acordo com a Lei de Acesso à Informação, solicito ao Conselho Nacional de Justiça a relação do itinerário dos carros oficiais no período de 2009 a 2013, inclusive com a relação de passageiros levados e a razão do transporte.","Em atenção à sua manifestação, encaminhamos todas as informações solicitadas no tocante ao relato 76006.
 
 Permanecemos à disposição.
 
 Atenciosamente,",27/02/2013
76007,27/02/2013,"Passagens aéreas
 -------------------------
 Baseado na Lei de Acesso à Informação, solicito ao Conselho Nacional de Justiça a relação individualizada de passagens aéreas compradas com recursos deste conselho, incluindo valores e a relação de pessoas que viajaram, os destinos e a razão do deslocamento. Restrinjo o pedido aos períodos entre 2008 e 2013.","Em atenção à sua manifestação, encaminhamos todas as informações solicitadas no tocante ao relato 76007.
 
 Permanecemos à disposição.
 
 Atenciosamente,",01/03/2013
76010,27/02/2013,"Diárias e auxílios
 -------------------------
 Solicito a este Conselho Nacional de Justiça a relação detalhada e individualizada do pagamento de diárias e auxílios pagos a servidores, conselheiros ou magistrados convocados no período de 2008 a 2013. Ressalto que o Portal da Transparência do CNJ não permite que se identifique exatamente qual conselheiro recebeu determinado valor em certo mês. Por isso, neste relato, solicito que as informações tragam expressamente os nomes dos conselheiros, servidores e juízes convocados e as respectivas despesas e benefícios.","Em atenção à sua manifestação, encaminhamos as informações solicitadas no tocante ao relato 76010.
 
 Permanecemos à disposição.
 
 Atenciosamente,",28/02/2013
76011,27/02/2013,"Gastos com telefones
 -------------------------
 Solicito ao Conselho Nacional de Justiça, embasado na Lei de Acesso à Informação, a relação individualizada de gastos com telefones celulares do órgão entre os anos de 2009 e 2012, incluindo os nomes dos usuários dos telefones. Ressalvo que o pedido, por evidente, não atinge o sigilo bancário protegido pela legislação brasileira.","Em atenção à sua manifestação, encaminhamos todas as informações solicitadas no tocante ao relato 76011.
 
 Permanecemos à disposição.
 
 Atenciosamente,",28/02/2013
76059,27/02/2013,"[Informação Urgente] Nº de ações no ""Relatório 100 maiores litigantes_ano 2012
 -------------------------
 Bom dia,
 
 Sou colaboradora do grupo de estudos [XXX].
 Estamos precisando saber, com certa urgência, quantos milhões de ações subsidiaram a construção do Relatório 100 maiores litigantes_ano 2012.
 
 Já havia encaminhado esta pergunta anteriormente, mas, creio, para o setor errado.
 Hoje, por telefone, indicaram-me este endereço eletrônico para remeter a pergunta.
 
 
 Desde já agradeço,
 [XXX]","Sua manifestação foi encaminhada ao Setor Responsável que prestou a seguinte informação:
 ""Os tribunais brasileiros ainda não implantaram a tabela de partes formulada pelo CNJ. Portanto, cada tribunal informou o nome das partes em litígio sem padronização.
 Isso pode ter reflexos na classificação dos litigantes entre os 100 maiores de cada tribunal (dado solicitado pelo CNJ para a confecção do relatório). 
 Em que pese o CNJ, para produzir o relatório, tenha efetivado uma padronização dos nomes dos litigantes, trata-se de uma estimativa e não de um registro oficial do número de processos por litigante. 
 Não é seguro, portanto, a divulgação do número de processos judiciais de cada litigante, pois provavelmente não bateria com o número total de processos que eventualmente um litigante contabiliza para seu próprio controle.""
 Atenciosamente,",11/03/2013
76086,27/02/2013,"REQUERIMENTO REVISÃO DOS AUTOS PARA ANTECIPAÇÃO DE TUTELA
 -------------------------
 EXCELENTÍSSIMO(A) SR(A). DR(A). JUIZ(A) DE DIREITO DA 4ª VARA CÍVEL DA COMARCA DE [XXX]
 
 PROCESSO NÚMERO: [XXX]. 
 PARTE RÉ: [XXX].
 
 DA CONCESSÃO DA ANTECIPAÇÃO DA TUTELA
 1) As intervenções do Ministério Público, no caso deste processo, deve ser de fiscal da lei, e apenas como fiscal da lei, nos termos do artigo 83 do CPC. Não é responsabilidade do Ministério Público impedir a antecipação da tutela dos presentes feitos, até mesmo porque pelo artigo 273 parágrafos 2º e 6º do CPC, e por toda a documentação comprobatória, não tem como evitar a antecipação da tutela deste processo. Então, o Ministério Público teria que cumprir suas funções, punindo os responsáveis, imputando-lhes o crime de responsabilidade, mandar prender os culpados pela prática de crime de racismo, e garantir o acesso obrigatório da curatelada em questão, no 2º período do ensino fundamental. Porém, o Ministério Público realizou a sua intervenção COMETENDO UM GRANDE EQUÍVOCO, DEIXANDO DE FAZER JUSTIÇA E OMITINDO-SE NAS REALIZAÇÕES DE SUAS FUNÇÕES, prejudicando o andamento do processo, atrasando o processo de capacidade de aprendizado da curatelada em seus estudos.
 2) A antecipação da tutela, também poderá ser concedida quando um ou mais dos pedidos cumulados, ou parcela deles, mostrar-se incontroverso. Somente, não se concederá a antecipação da tutela quando houver perigo de irreversibilidade do provimento antecipado, nos termos do artigo 273 parágrafos 2º e 6º do CPC. Podemos, claramente constatar, pela legislação aplicada e pela documentação comprobatória, que a parte Ré, agiu com comprovada litigância de má-fé, haja vista que violou toda a legislação pertinente, inclusive a própria Portaria Interna e sua Lei Municipal, deixando de matricular a curatelada em questão, mesmo havendo 64 vagas disponíveis. Estamos portando, diante de um crime de racismo na forma do artigo 6º da Lei 7.716/1989, e da violação do artigo 5º parágrafos 2º e 4º da LDB 9.394/1996, na qual deve ser imputado crime de responsabilidade, e nos quais não existe jamais o perigo de irreversibilidade do provimento.
 3) A curatelada em questão, [XXX], até o presente momento, já perdeu o seu próprio ano letivo, pois completou seis anos de idade no dia 23/04/2012; está sendo prejudicada e atrasada em seu processo de capacidade de ensino e aprendizagem, pois se a legislação fosse obedecida e cumprida, a curatelada já estaria cursando o 2º ou até mesmo o 3º período do ensino fundamental, neste ano de 2013, haja vista que já sabe ler e escrever e realizar cálculos simples. Agora, a curatelada completará 7 anos de idade, e ainda estará cursando o 1º período, pois teve que voltar para o ensino infantil. Se esta situação persistir ou continuar, a curatelada em questão, terminará os seus estudos do ensino fundamental com 15 anos de idade, prestes a completar 16 anos de idade, quando na verdade foi preparada por sua mãe para terminar com 13 ou 14 anos de idade, o que é a idade correta. Danos estes irreparáveis pela perda de tempo ao longo de toda uma vida. Cabe ainda lembrar que o ensino fundamental agora possui 9 anos/períodos de estudos, e que agora o primeiro período corresponde ao antigo CA, e o segundo período a antiga primeira série, do antigo 1º grau.","Em atenção à sua manifestação, informamos que não cabe ao Conselho Nacional de Justiça a revisão de decisões judiciais, uma vez que a sua atuação está restrita ao controle da atuação administrativa e financeira do Poder Judiciário e do cumprimento dos deveres funcionais dos juízes, conforme a norma gravada no § 4º do art. 103-B da Constituição Federal de 1988.
 Caso Vossa Senhoria entenda que houve alguma irregularidade cometida por membro ou órgão do Poder Judiciário, pode promover reclamação perante o Conselho Nacional de Justiça, observando os procedimentos previstos no Regimento Interno, e seguindo as orientações disponíveis no link www.cnj.jus.br/comopeticionar
 Para encaminhar petição ao CNJ, não é necessário constituir advogado.
 Atenciosamente,",28/02/2013
76180,01/03/2013,"Andamento de Processo no FÓRUM REGIONAL DE [XXX]
 -------------------------
 Cordial bom dia!
 
 Solicito a gentileza de ser informado em que ordem/prazo se encontra a execução da sentença relativa ao processo abaixo:
 
 Processo Nº [XXX]
 
 Respeitosamente,
 
 [XXX]","Em atenção à sua manifestação, informamos que, conforme dispõe o art. 2º e 4º, III, da Resolução n. 103/2010/CNJ, a Ouvidoria do Conselho Nacional de Justiça é o canal de comunicação da sociedade com o CNJ, com vistas a orientar, transmitir informações e colaborar no aprimoramento das atividades desenvolvidas pelo Conselho, bem como promover a interação com os demais órgãos do Poder Judiciário visando o eficaz atendimento das demandas recebidas acerca dos serviços prestados.
 Nesse sentido, e tendo em vista o disposto na Lei 12.527/2011, art. 11, § 1º, III, informamos que sua manifestação foi transmitida, nesta data, à Ouvidoria do Tribunal de Justiça do Estado do Rio de Janeiro, pois o CNJ não dispõe da informação solicitada.
 Vossa Senhoria pode entrar em contato com a Ouvidoria do TJRJ, por meio do link www.tjrj.jus.br/institucional/ouvidoria/ouvidoria.jsp.
 Atenciosamente,",01/03/2013
76362,05/03/2013,"Informação sobre quantidade de jornalistas concursados, terceirizados e comissionados no órgão
 -------------------------
 Tendo por fundamento a Lei de Acesso à Informação, solicito conhecer o número de jornalistas que hoje exercem atividades de Comunicação Social e/ou Jornalismo para o órgão, em áreas como Assessoria de Imprensa, Rádio, TV, Internet, etc. Destes, necessito saber quantos são servidores contratados por meio de concurso público, quantos são terceirizados e quantos ocupam cargos de confiança.","Em atenção a sua manifestação, informamos que não há servidores efetivos do quadro de pessoal do Conselho Nacional de Justiça ocupantes de cargo de Jornalista; a estrutura da Secretaria de Comunicação Social compreende um cargo de Secretário (nível CJ-3) e dois cargos de Coordenador (nível CJ-1). Encaminhamos em anexo o Contrato pertinente à prestação de serviços na área de comunicação, no qual consta da página 18 a quantidade de postos de trabalho, sendo que os postos de editor, repórter, repórter fotográfico e diagramador se encontram entre as atribuições de jornalismo.
 Obs.: o anexo foi encaminhado em outro e-mail.
 Atenciosamente,",01/04/2013
76416,05/03/2013,"estatística do número de processos após o artigo 543-C do CPC
 -------------------------
 Boa tarde, sou estudante de direito e farei minha monografia sobre como a adoção do regime de recursos repetivivos/repercussão geral otimizou o trabalho nos tribunais. Para tanto, gostaria de saber se é possível que me enviem alguma estatísca mostrando como o número de processos diminiui, ou mesmo o tempo de julgamento dos processos graças aos artigos 543-B e 543-C. Agradeço desde já.","Em atenção a sua manifestação, informamos que após contato com o setor responsável, verificamos que o CNJ não possui os dados solicitados.
 Os únicos dados oficiais acerca da repercussão geral são os constantes do site do STF, no seguinte endereço:
 http://www.stf.jus.br/portal/cms/verTexto.asp?servico=estatistica&pagina=sobrestadosrg
 Quanto aos recursos repetitivos, as informações oficiais disponíveis são as do site do STJ (embora não haja informação quanto aos processos sobrestados) no seguinte endereço:
 http://www.stj.jus.br/webstj/Processo/Repetitivo/relatorio_retorno.asp
 Atenciosamente,",05/04/2013
76528,06/03/2013,"Lei que garante que seja respeitado o limite de lotação dos centros Socioeducativos de São Paulo
 -------------------------
 Boa noite sou [XXX] e gostaria de saber se legalmente o CNJ conseguiu derrubar a liminar que permitia a super lotação dos centros socioeducativos de São Paulo em 15% pois em muitos centros do estado de São Paulo a super lotação persiste e os diretores dizem [XXX] que foi revisto e a super lotação esta valendo novamente, gostaria de orientações de como denunciar a super lotação muito obrigado.
 
 Segue ABAIXO oque tinha sido aprovado
 02/11/2012 06h26 - Atualizado em 02/11/2012 08h53
 Uma decisão do Conselho Nacional de Justiça (CNJ), publicada nesta quinta-feira (1), determina que todas as unidades da Fundação Casa do Estado de São Paulo não podem receber internos a mais de que sua capacidade.
 Uma decisão anterior do Conselho Superior da Magistratura do Estado autorizava que a capacidade pudesse ser superada em até 15%. Um pedido feito em julho, pelo promotor da Vara da Infância e Juventude de São Vicente fez com que o CNJ anulasse essa decisão, garantindo que a lotação das unidades deve ser respeitada rigorosamente.","Em atenção a sua manifestação, estamos encaminhando informações prestadas pelo Departamento de Monitoramento e Fiscalização do Sistema Carcerário e do Sistema de Execução de Medidas Socioeducativas-DMF:
 ""A decisão do CNJ foi suspensa pelo Excelentíssimo Ministro do Supremo Tribunal Federal José Antonio Dias Toffoli. Portanto, as unidades da Fundação Casa podem exceder a capacidade em 15%.
 Caso queira, Vossa Senhoria pode obter mais informações no endereço eletrônico: http://www.stf.jus.br/portal/cms/verNoticiaDetalhe.asp?idConteudo=233100.""
 Caso pretenda, Vossa Senhoria pode entrar em contato diretamento com o Departamento por meio do telefone: (61) 2326 4799.
 Atenciosamente,",12/03/2013
76721,10/03/2013,"Estatística de processos
 -------------------------
 Solicito estatística informando o número de processos envolvendo a Lei 10.826/2003 (Estatuto do Desarmamento) em todo o território nacional por unidade federativa.","Em atenção à sua manifestação, informamos que, conforme dispõe o art. 2º e 4º, III, da Resolução n. 103/2010/CNJ, a Ouvidoria do Conselho Nacional de Justiça é o canal de comunicação da sociedade com o CNJ, com vistas a orientar, transmitir informações e colaborar no aprimoramento das atividades desenvolvidas pelo Conselho.
 Esclarecemos que, após, verificação junto aos departamentos competentes, constatamos que este órgão não possui as informações solicitadas por Vossa Senhoria.
 Permanecemos à disposição.
 Atenciosamente,",15/03/2013
76798,11/03/2013,"Assunto: Levantamento atualizado - cumprimento da resolução 151
  
 [XXX],
 
 Conforme conversado, gostaria de solicitar levantamento atualizado sobre o cumprimento da resolução 151 que obriga os tribunais a publicar os salários de seus servidores e magistrados de forma nominal na internet.
 
 Muito obrigado mais uma vez,
 
 Abraços,
 
 [XXX]","De: Cristiana Gontijo Bastos 
 Enviada em: quarta-feira, 13 de março de 2013 15:16
 Para: Gilson Luiz Euzébio da Silva
 Cc: Wellington Cabral Saraiva
 Assunto: Divulgação de salários - atualizado
 Prezado Gilson,
 Encaminho relatório atualizado do cumprimento da Resolução 151.
 Ressalto que o Conselheiro Ouvidor se encontra em viagem fora do país.
 Atenciosamente,
 Cristiana Gontijo Bastos
 Chefe do Gabinete da Ouvidoria
 Conselho Nacional de Justiça
 (61) 2326-4611",13/03/2013
76982,13/03/2013,"Informações sobre códigos na Numeração Única - Resolução 65
 -------------------------
 Prezados Senhores, 
 
 Solicitamos relações completas de códigos e nomes das entidades possíveis que figuram na Numeração Única conforme o CNJ. Para ilustrar melhor o que pedimos, segue um exemplo.
 
 0800835-16.2012.8.24.0090
 
 8 = Justiça dos Estados e do Distrito Federal e Territórios
 24 = Tribunal de Justiça de Santa Catarina
 0090 = Juizado Especial de Santo Antônio de Lisboa - Capital - Norte da Ilha
 
 Dado qualquer outro número de processo em formato de Numeração Única, as informações padronizadas exemplificadas acima devem poder ser obtidas as partir das listagens solicitadas.
 
 Não encontramos esses códigos no link Justiça Aberta que encontramos no Portal CNJ.
 
 Em caso de dúvida sobre esta demanda fico à disposição para esclarecimentos. 
 
 Obrigado.","Em atenção a sua manifestação, informamos que a lista solicitada está disponível em arquivo PDF no seguinte endereço de internet:
 
 http://www.cnj.jus.br/images/stories/docs_cnj/resolucao/anexorescnj_65.pdf.
 
 Para verificar o final da numeração única, alguns tribunais informaram um lista, que pode ser acessada através do link http://www.cnj.jus.br/programas-de-a-a-z/eficiencia-modernizacao-e-transparencia/pj-numeracao-unica/documentos.
 
 Atenciosamente,",14/03/2013
77075,14/03/2013,"pensão por morte
 -------------------------
  Pesso para que me passem informação sobre o meu processo, pois esta há muito tempo parado.
 Estou desempregada faz muito tempo e estou passando por necessidade por favor me ajude.","Em atenção à sua manifestação, informamos que, conforme dispõe o art. 2º e 4º, III, da Resolução n. 103/2010/CNJ, a Ouvidoria do Conselho Nacional de Justiça é o canal de comunicação da sociedade com o CNJ, com vistas a orientar, transmitir informações e colaborar no aprimoramento das atividades desenvolvidas pelo Conselho, bem como promover a interação com os demais órgãos do Poder Judiciário visando o eficaz atendimento das demandas recebidas acerca dos serviços prestados.
 Nesse sentido, e tendo em vista o disposto na Lei 12.527/2011, art. 11, § 1º, III, informamos que sua manifestação foi transmitida, nesta data, à Ouvidoria do Tribunal Regional Federal da 1ª região, pois o CNJ não dispõe da informação solicitada.
 Vossa Senhoria pode entrar em contato com a Ouvidoria do TRF1, por meio do site www.trf1.jus.br.
 Acrescentamos que, sem prejuízo da providência informada, caso Vossa Senhoria entenda que o andamento do processo esteja injustificadamente moroso, poderá peticionar ao Tribunal em que tramita o referido processo, noticiando a demora alegada, ou promover uma Representação por Excesso de Prazo perante o Conselho Nacional de Justiça, nos termos do art. 78 do Regimento Interno do CNJ.
 Orientações sobre como peticionar ao CNJ, contendo modelo de representação inclusive, podem ser encontradas em www.cnj.jus.br/comopeticionar
 Para encaminhar petição ao CNJ, não é necessário constituir advogado.
 Atenciosamente,",18/03/2013
77642,22/03/2013,"Uso de carros oficiais
 -------------------------
 Amparado na Lei de Acesso à Informação, solicito ao Conselho Nacional de Justiça (CNJ) informações detalhadas do uso de carros oficiais por ex-conselheiros nos três primeiros meses deste ano de 2013.","Em atenção ao pedido de acesso à informação nº 77.642, encaminhamos as informações solicitadas nos documentos em anexo.
 Acrescentamos transcrição de esclarecimentos prestados pela Diretoria Geral, complementares ao pedido de informação.
 
 “Senhor Assessor, informamos que as solicitações de atendimento de saída de veículo ao ex Conselheiro
 Nelson Thomaz Braga, nos dias 20/02/13 e 12/03/2013, foram realizadas por telefone ao supervisor de
 plantão, que em seguida, por praxe, solicita o envio do e mail do Gabinete, mas essa solicitação não chegou
 por e mail. O atendimento geralmente é realizado de imediato, tendo em vista que a autoridade já se
 encontra no “tapete vermelho”, com horário de chegada no aeroporto.
 Em se tratando do ex Conselheiro Felipe Locke as solicitações feitas nos dias 05/02, 25/02 e 05/03 foram
 encaminhadas pelo Gabinete do Sr. Conselheiro Gilberto Valente (...).”
 
 Atenciosamente,",25/04/2013
77694,25/03/2013,"Re: Pedido de Dados / Pesquisa de Mestrado
 
 Boa tarde. 
 
 Informo que a demanda apresentada (abaixo) foi respondida, mas não satisfatoriamente. 
 Eu pedia o seguinte dado: 
 
 - Quantidade de Condenações por Improbidade Administrativa, por ano, por Tribunal, desde que a lei existe ou desde quando haja dados.
 
 Imagino que a informação exista, uma vez que está disponível no link enviado (http://www.mp.sp.gov.br/portal/page/portal/cao_cidadania/Cadastro_Nacional_Improbidade/relat%C3%B3rio%20de%20improbidade%20administrativa%2001%2011.pdf) e que o MP-SP me informou que a obtivera junto à CNJ.
 
 Assim, de acordo com a Lei de Acesso à Informação, gostaria de obtê-la. (O intento é apenas ilustrar um artigo sobre outra forma de correição, a administrativa). Qual seria a melhor forma de proceder?
 
 Atenciosamente,
 
 [XXX]","Prezado Senhor [XXX],
 
 Em atenção aos Relatos do Sistema de Ouvidoria - nº [XXX] e nº [XXX] - encaminhamos tabela anexada ao e-mail, contendo os dados solicitados por Vossa Senhoria.
 
 Atenciosamente,
 
 Corregedoria Nacional de Justiça",01/04/2013
